tenure_months,monthly_charges,total_charges,num_support_tickets,avg_session_minutes,logins_last_30d,discount_pct,account_age_days,churned
37.56,90.36,5011.7,10,40.66,30,12.56,1007,0
16.25,82.19,6290.84,9,30.09,22,20.07,685,0
36.74,83.13,4605.96,4,37.85,41,15.46,712,1
20.04,99.91,7077.64,5,45.09,50,14.74,1110,0
50.09,72.65,4480.44,8,60.92,34,20.15,1121,1
39.55,73.11,3616.15,8,57.4,35,15.81,984,1
36.74,77.9,3143.5,10,36.7,40,10.19,1489,1
29.55,84.29,5726.75,9,41.36,23,18.03,919,0
15.94,75.56,4382.28,8,43.76,25,15.85,1297,0
66.9,79.75,2829.48,4,32.68,43,13.26,1044,1
32.58,91.14,5561.23,8,42.38,24,14.8,955,0
27.72,52.36,1708.34,8,20.58,25,17.64,1108,0
56.51,58.87,3856.56,9,41.5,39,24.13,1386,1
39.17,97.84,5516.51,8,59.55,19,12.42,764,0
31.23,60.5,3327.8,8,52.23,25,20.27,1358,0
20.5,88.83,4428.0,8,18.24,23,10.61,1246,0
41.13,88.14,6004.56,9,18.68,23,18.27,1100,0
38.19,81.43,4961.79,11,42.73,47,14.84,1001,1
26.48,48.74,1907.21,11,35.82,23,19.1,1010,0
26.82,81.26,3773.1,7,58.69,29,12.22,743,1
44.46,71.54,3122.44,7,44.58,37,15.14,1256,1
29.25,83.89,4792.36,10,35.13,28,13.94,1012,0
21.37,67.54,2712.02,8,36.54,24,14.06,652,0
30.5,90.92,4579.38,10,31.18,17,10.62,807,0
16.04,85.25,3848.75,7,38.72,28,9.49,1403,0
29.09,59.58,4677.74,9,35.18,19,25.76,287,0
32.72,62.44,4128.66,7,24.35,15,23.61,904,0
16.66,86.31,5432.48,4,50.1,32,16.1,1405,0
18.95,87.63,6011.4,3,34.46,28,18.52,944,0
22.6,70.66,4061.73,7,42.63,18,18.39,1137,0
21.5,65.19,2181.79,7,42.64,42,11.97,440,0
8.17,80.78,3142.2,8,46.08,33,7.51,620,0
68.05,76.3,5196.18,8,46.71,35,22.71,1387,1
29.96,88.55,5481.58,8,38.31,23,15.48,1598,0
33.93,79.77,2574.73,10,41.35,40,7.14,1061,1
29.06,95.35,3819.19,11,52.72,8,5.81,220,0
17.88,82.11,5378.22,5,36.6,32,17.33,802,0
17.41,79.54,3793.12,11,53.29,19,11.42,1229,0
29.2,81.27,5117.3,9,58.05,34,16.53,1625,1
25.7,52.12,2847.28,10,44.28,30,20.8,1252,0
24.95,89.46,6115.22,5,41.02,31,17.64,1607,0
30.55,93.81,5269.76,7,39.28,20,12.75,1321,0
31.21,35.55,3431.63,12,52.78,38,30.07,1471,1
26.28,66.94,4688.9,8,35.74,11,23.1,1284,0
22.36,63.85,3676.3,9,27.92,20,19.38,1537,0
32.34,75.9,5291.97,10,1.62,32,19.41,1261,1
36.83,84.28,6207.96,9,63.64,28,20.25,905,0
9.91,75.78,4980.41,6,41.33,30,17.98,1228,0
28.97,86.72,5583.68,8,31.74,21,16.8,1175,0
30.43,88.22,5789.56,8,42.77,21,17.16,1285,0
37.78,46.66,3450.83,9,52.47,12,28.31,1100,0
69.01,91.95,4338.5,6,49.03,36,13.15,1265,1
25.47,91.17,4908.6,7,50.12,31,11.63,1221,0
23.84,82.01,5401.84,7,41.53,33,17.52,748,0
32.43,54.92,2817.53,6,25.69,6,22.94,919,0
18.77,84.27,5655.07,7,17.0,24,17.53,472,0
35.75,37.28,2460.98,9,33.92,33,27.35,997,0
13.77,83.37,3689.19,8,51.46,30,9.28,1303,0
45.19,57.26,2678.69,8,34.69,41,19.76,1168,1
19.07,63.76,3256.94,9,52.41,34,16.61,1320,0
20.63,79.11,4518.84,10,33.5,27,14.41,1480,0
26.57,71.49,4717.09,8,62.4,0,21.8,1004,0
34.18,68.63,4431.05,10,42.78,25,20.37,1160,1
32.21,43.27,1621.0,10,36.24,28,20.93,463,0
36.92,69.69,2528.06,7,27.17,38,12.95,638,1
23.72,88.16,5316.86,7,55.47,35,14.09,816,1
28.51,62.51,3552.98,8,30.54,11,20.93,1385,0
11.11,107.97,7228.47,6,47.05,51,10.2,850,1
65.2,74.98,4748.48,8,27.37,36,21.5,964,1
47.52,63.96,4508.07,10,58.33,34,23.5,1498,1
27.2,79.66,5179.32,10,40.67,30,17.2,837,0
22.44,83.09,5416.07,7,62.68,35,16.89,1082,0
29.03,92.37,5609.52,6,46.75,21,14.92,397,0
29.62,46.93,2492.51,10,50.06,18,22.84,787,0
28.41,86.22,4118.72,8,47.08,37,10.56,1247,1
22.3,82.16,5190.99,7,39.43,26,16.7,1131,0
47.81,71.86,4276.39,8,42.57,35,19.4,1099,1
38.84,91.38,4273.28,13,28.09,19,9.07,1139,0
16.07,58.39,2543.63,10,52.18,32,15.58,957,0
31.38,90.63,4267.58,7,43.7,50,8.78,1283,1
9.78,74.32,2930.84,7,41.88,17,11.16,1277,0
49.11,63.54,3506.68,7,42.96,39,20.67,1057,1
20.46,81.87,4264.74,8,50.08,35,12.24,831,0
45.27,47.76,4068.3,6,49.75,19,31.52,493,0
43.86,40.01,2031.6,7,51.02,25,26.29,987,0
51.73,71.29,4312.45,9,38.02,35,20.0,652,1
28.01,38.97,3383.77,12,37.66,42,27.56,1462,0
40.69,51.54,4766.15,8,32.21,11,31.58,1290,0
33.04,83.45,4046.07,8,45.34,39,11.82,777,1
25.64,66.46,3918.15,9,7.72,11,19.98,1586,0
29.41,46.5,3463.18,10,49.19,43,25.33,943,0
19.86,88.84,5103.54,6,28.33,23,13.8,936,0
38.42,89.75,6072.09,8,42.26,18,18.43,799,0
47.14,39.32,2162.2,6,45.47,29,27.66,1218,0
35.86,48.56,3016.52,9,26.29,22,24.8,1068,0
28.58,84.48,5073.94,8,24.06,28,15.36,805,0
29.05,87.0,4502.11,10,37.77,21,11.82,1436,0
27.52,81.08,4782.3,12,58.61,17,15.05,1309,0
39.5,20.0,2075.15,10,60.58,46,32.86,1102,1
31.06,54.48,3650.19,7,56.6,33,24.08,698,0
18.05,64.84,3529.57,10,59.01,30,16.75,1323,0
37.65,88.78,5689.13,10,19.93,25,16.23,822,0
55.8,52.4,4512.0,10,56.04,38,29.31,670,1
34.19,78.34,3771.29,10,62.64,38,12.43,598,1
35.58,39.72,1868.91,9,30.4,43,23.32,1353,1
17.63,84.34,3875.62,9,43.63,14,10.37,772,0
39.81,78.11,4978.1,9,49.63,43,17.76,1443,1
40.63,86.28,5897.63,10,43.71,24,18.34,211,0
22.97,79.76,3757.03,12,50.26,24,10.9,1214,0
20.02,64.82,4306.44,9,22.37,32,20.06,873,0
7.47,78.89,4805.75,5,38.67,35,15.74,784,0
13.45,71.43,4342.39,9,45.55,11,18.07,1146,0
43.44,47.49,3697.32,7,31.45,22,29.52,946,0
24.67,48.58,2061.11,12,58.91,33,18.33,1430,0
30.56,91.14,6030.08,5,48.25,29,17.29,1368,0
30.32,74.06,3365.61,10,25.76,26,13.24,1016,1
29.06,87.95,3851.32,11,48.36,19,8.69,1068,0
23.26,92.9,5983.47,9,26.72,44,13.17,1814,1
53.87,94.41,5824.0,11,40.82,33,14.7,178,0
21.12,84.86,5615.4,7,46.0,28,17.15,1520,0
11.38,75.68,5052.71,7,34.22,24,18.36,1391,0
28.46,48.65,2917.3,10,66.97,31,22.7,1086,0
27.69,83.41,5482.84,8,35.36,23,17.72,664,0
50.31,60.98,3336.86,8,36.02,40,21.02,581,1
17.09,84.4,4161.64,8,56.75,24,11.23,702,0
4.4,75.0,2866.38,10,67.08,17,9.08,1791,0
16.61,67.08,5243.41,10,36.65,30,22.03,1245,0
28.61,65.13,3028.89,5,43.74,29,17.49,968,0
19.4,89.23,5505.48,8,42.23,34,13.61,1311,1
56.93,90.13,3235.75,5,48.91,37,8.8,1223,1
43.74,92.19,4730.64,13,44.51,17,10.85,765,0
5.83,74.33,3384.67,10,47.26,32,10.48,1497,0
22.6,63.78,2683.58,9,60.31,25,15.06,1285,0
24.99,86.24,4921.28,8,56.7,28,13.65,877,0
18.17,81.07,5422.99,7,35.02,31,17.57,1086,0
25.35,93.73,5199.72,6,27.37,17,12.66,1127,0
36.57,67.46,4002.67,5,83.02,16,21.93,1403,0
22.99,64.92,2755.06,8,34.87,33,14.84,1031,0
45.25,57.5,4061.58,10,12.14,36,24.38,1096,1
36.41,81.14,5400.94,10,49.19,44,17.32,718,1
28.36,64.87,5107.09,7,47.35,17,25.5,568,0
26.28,86.36,4305.6,9,47.15,41,10.24,963,1
35.86,86.75,3932.36,15,51.59,13,9.33,1424,0
27.71,84.31,4223.65,10,45.41,30,11.3,1391,0
58.4,35.28,4440.12,7,37.81,11,40.0,1404,0
29.07,64.77,4203.27,8,35.96,16,21.9,666,0
25.28,52.81,1870.93,9,30.96,24,17.65,1319,0
57.02,55.31,4398.74,9,44.05,38,27.78,987,1
35.47,46.99,1722.28,8,44.91,27,20.9,547,0
42.44,49.13,2981.44,9,45.42,40,23.96,1369,1
30.13,65.91,4507.32,7,52.64,19,22.85,1426,0
32.94,41.59,3407.22,11,44.43,42,27.14,843,0
27.4,62.6,3862.91,7,44.0,15,22.03,1100,0
3.28,82.08,3352.21,7,21.53,22,8.47,1488,0
36.41,72.54,4290.5,10,55.32,31,17.81,1467,1
21.66,105.79,6995.0,7,41.69,60,10.41,784,1
33.22,93.44,4463.8,10,45.74,19,9.16,734,0
53.59,73.74,2531.03,6,32.97,41,12.98,742,1
23.83,66.84,4002.75,9,50.95,13,19.76,744,0
12.81,97.55,7383.15,9,27.86,42,15.31,1072,1
44.1,93.37,4109.07,14,45.29,18,7.56,1251,0
21.76,87.28,4849.53,6,30.65,28,13.24,1350,0
10.77,90.6,3509.06,7,47.62,14,6.36,572,0
23.47,95.5,6168.62,7,42.26,48,12.92,1497,1
36.59,89.08,5637.2,11,71.51,15,15.9,979,0
13.57,61.69,2048.46,12,66.29,28,11.67,1146,0
28.37,90.08,4922.99,10,50.24,6,12.98,1665,0
20.92,86.12,4212.01,9,52.51,22,10.72,1808,0
24.49,71.38,5183.58,10,71.24,39,20.13,937,0
34.01,89.11,4232.88,12,46.3,23,9.51,1232,0
33.84,94.04,4829.89,9,32.45,18,10.79,902,0
39.72,89.21,5691.39,9,56.55,32,15.85,1464,0
25.19,92.0,5352.71,6,39.1,43,12.39,1539,1
23.4,90.18,5094.35,5,60.61,24,13.67,522,0
29.76,64.81,4227.09,7,76.44,27,21.83,561,0
45.06,45.3,3478.01,10,47.19,39,27.33,910,1
30.95,55.62,3191.02,7,66.25,28,22.24,685,0
28.84,66.6,4048.57,7,29.94,24,20.27,804,0
8.25,69.44,2942.72,11,41.82,28,11.33,915,0
20.31,84.38,4326.45,8,33.24,27,11.85,991,0
19.51,91.54,5793.06,5,28.13,37,14.53,694,1
28.61,83.73,5220.04,9,44.86,25,16.14,1395,0
10.59,107.58,7128.34,8,47.58,54,9.35,1410,1
23.6,43.03,2086.72,11,26.93,27,21.73,856,0
20.97,75.89,4879.08,8,43.36,50,16.41,766,0
34.43,45.01,2899.75,9,53.27,40,24.9,702,0
30.81,95.36,4942.13,9,46.52,14,10.64,689,0
32.9,87.68,5406.52,9,41.34,25,15.55,1659,0
16.43,69.05,4378.82,10,58.02,19,18.63,570,0
35.41,50.34,4569.5,9,41.74,12,30.79,1536,0
33.13,75.84,6023.58,7,36.94,29,23.84,1054,1
34.27,94.43,4380.83,11,27.68,24,7.86,1131,0
10.54,70.51,3878.02,11,53.81,22,15.1,1099,0
26.69,37.74,1080.2,8,44.96,45,20.59,554,1
25.13,87.89,4481.68,7,37.21,31,11.48,797,0
31.93,55.71,2966.15,6,34.92,29,21.64,1387,0
32.61,45.98,2061.14,8,33.76,42,21.07,739,1
19.43,91.04,5093.05,6,64.15,15,13.22,810,0
23.95,87.83,5359.71,6,30.46,28,15.39,1120,0
11.47,80.34,3600.71,8,37.59,32,9.89,1259,0
32.48,93.76,4443.89,10,47.79,17,9.2,1196,0
32.88,70.81,4102.69,10,57.78,25,17.9,874,1
25.55,48.98,433.61,10,37.89,19,13.91,990,0
31.62,87.41,5458.86,9,51.31,26,15.77,1309,0
26.12,92.0,4499.02,8,41.37,16,10.35,1087,0
28.94,51.63,1961.67,8,38.23,26,18.76,501,0
27.02,88.39,6645.29,3,56.47,30,21.0,1131,0
41.39,46.81,3223.29,8,41.16,28,27.08,1328,0
29.84,65.18,5750.99,9,51.06,14,27.67,1308,0
32.05,87.94,4305.08,11,25.86,20,10.53,650,0
40.52,99.06,4835.17,10,24.54,7,9.46,1274,0
41.67,39.94,2667.52,9,49.95,29,27.7,1139,0
20.85,91.7,3808.68,7,59.67,36,6.52,1025,1
20.72,83.41,4639.31,9,56.42,18,13.88,1338,0
15.02,74.41,4560.82,8,44.63,37,16.22,473,0
39.94,89.06,5658.29,9,40.2,30,15.93,405,0
37.51,54.38,4949.5,9,42.27,26,29.55,946,0
31.19,56.27,4389.01,8,35.51,13,26.98,954,0
53.29,67.26,2683.48,6,24.42,41,16.3,993,1
42.94,63.64,2611.88,8,62.64,40,16.4,1456,1
21.26,93.51,4339.33,6,46.6,32,8.3,1013,0
25.99,86.13,5694.93,4,62.16,4,19.64,1197,0
41.62,52.59,3951.33,9,35.47,37,25.98,1214,1
24.5,56.85,3314.46,10,17.49,25,20.67,911,0
12.01,74.76,4554.74,8,39.4,29,16.33,1574,0
27.45,63.76,3695.04,8,38.06,19,20.37,852,0
18.04,79.49,4082.7,10,42.31,27,12.51,426,0
33.69,37.09,2983.3,11,23.23,40,27.96,1363,1
30.02,51.62,4341.67,9,30.88,29,27.5,1054,0
29.69,63.02,3090.89,8,25.66,19,18.48,651,0
21.48,86.22,5422.43,7,46.06,13,16.59,1360,0
24.35,66.25,5635.28,8,26.6,29,25.54,1222,0
27.76,65.53,4640.19,8,39.07,30,22.49,559,0
33.5,93.52,5777.92,6,62.63,36,14.69,961,0
23.88,80.55,5032.58,8,39.37,30,16.4,1099,0
32.72,60.61,3287.52,6,56.86,22,21.12,1066,0
28.77,82.5,2952.04,7,24.34,33,8.44,658,1
29.28,75.84,3573.47,7,42.76,24,14.25,1064,1
30.47,87.99,5144.06,7,58.74,44,13.66,1227,1
15.26,99.31,7207.5,5,53.41,42,15.71,1109,1
40.84,96.46,6447.34,8,34.38,15,17.27,1023,0
29.1,54.81,3438.22,9,40.7,31,22.35,1078,0
36.35,34.97,479.35,10,46.8,34,20.47,672,0
30.99,99.35,5440.4,4,29.19,26,11.65,805,0
24.47,61.48,5326.28,10,49.74,28,26.01,938,0
28.4,54.08,899.68,8,53.83,22,13.98,1320,1
34.09,95.06,6016.86,7,47.82,18,15.65,1123,0
35.78,56.14,2627.11,6,18.25,27,20.73,1266,0
24.57,69.21,4465.13,9,44.1,14,20.5,1499,0
30.61,49.69,2821.98,11,36.76,17,22.89,876,0
62.66,66.28,3854.87,6,67.68,40,22.24,1429,1
40.21,98.39,5003.63,10,57.98,20,9.69,713,0
29.98,51.23,681.89,7,35.38,45,13.65,1260,1
54.01,68.64,3434.44,9,45.9,44,17.6,1017,1
34.65,72.55,4488.24,7,28.43,28,19.57,987,1
33.18,46.48,1738.33,8,53.94,45,19.48,994,0
19.46,96.03,3923.9,6,37.13,21,6.1,1031,0
30.85,87.84,5449.7,8,40.79,22,15.77,819,0
31.27,61.36,3310.73,7,23.64,4,21.6,1116,0
14.82,76.54,5722.1,10,67.56,26,19.64,1404,0
4.33,120.0,6777.13,4,30.84,57,2.66,1189,1
21.86,92.23,4502.27,8,49.35,42,8.33,1205,1
13.82,88.13,5093.55,7,31.44,20,13.3,1538,0
29.76,51.28,2865.02,8,42.04,22,22.88,1484,0
31.97,52.56,2339.81,7,40.85,26,20.54,1418,0
30.17,53.14,2801.49,8,61.8,25,21.53,1024,0
10.66,76.61,4610.43,7,28.93,25,16.27,535,0
31.23,57.82,2614.45,6,31.35,23,19.66,1095,0
16.95,61.41,3057.04,11,34.8,26,16.27,1106,0
43.01,53.29,3901.26,6,45.24,22,27.92,1732,0
18.61,85.95,7117.97,0,41.53,44,23.39,1269,0
52.39,44.3,3629.28,9,39.58,41,29.43,1522,1
25.47,50.65,3289.24,10,38.52,37,22.71,1306,0
32.06,46.33,2268.8,9,22.15,31,21.98,725,0
39.04,52.6,2308.25,6,44.4,20,21.85,1100,0
30.5,41.25,2870.97,11,13.84,39,25.52,625,1
21.97,80.38,4332.75,11,19.68,22,13.34,768,0
12.81,97.54,5347.32,7,44.86,39,8.65,1246,1
25.53,94.17,4480.93,9,51.99,10,9.3,692,0
45.14,70.07,4378.3,9,33.15,34,20.13,919,1
31.04,86.46,5548.08,8,44.38,33,16.23,1521,0
22.47,101.73,5032.8,7,58.46,53,5.51,992,1
31.81,87.63,5286.89,9,52.05,28,14.58,1422,0
23.79,70.05,3084.66,7,26.32,15,15.14,1436,0
35.46,87.72,4803.46,11,71.53,21,12.95,931,0
22.36,73.58,3725.26,7,58.13,23,15.29,927,0
31.95,49.55,3412.77,9,34.86,19,25.89,884,0
37.64,67.06,4061.89,11,38.35,25,19.69,1186,1
40.42,39.63,2859.63,9,41.37,25,28.78,1177,0
17.85,94.78,6110.51,7,24.11,40,13.16,1290,1
23.65,70.03,4820.24,8,41.22,14,21.55,925,0
37.92,56.96,3194.51,9,33.17,37,20.89,1304,1
36.83,26.8,1383.37,9,58.97,46,27.19,554,1
65.5,75.13,4628.16,8,31.11,37,20.96,892,1
20.65,54.65,3131.25,10,9.72,36,19.76,1591,0
26.38,58.18,3314.85,8,59.18,35,20.27,925,0
33.92,92.91,5054.53,9,56.19,22,12.05,158,0
37.13,33.21,2984.67,11,43.95,30,30.69,1152,0
35.92,56.17,3777.14,6,67.97,21,25.4,1759,0
19.73,78.22,4390.37,7,35.17,15,16.02,880,0
17.72,72.83,5350.69,10,41.45,28,20.26,1518,0
37.58,94.33,5023.73,10,74.63,22,11.05,908,0
25.56,87.27,5150.85,8,28.79,26,14.32,955,0
29.17,89.09,4856.87,9,33.38,18,12.96,1057,0
9.26,62.52,3316.29,13,35.41,46,14.27,771,0
27.84,60.77,3217.53,8,45.25,33,18.99,1460,0
5.22,90.7,4960.63,7,45.06,24,10.51,681,0
11.11,80.83,5115.81,4,45.26,39,16.43,1381,0
61.68,78.44,3271.23,5,37.01,40,14.59,383,1
48.5,45.45,1814.74,6,62.56,46,22.36,1201,1
27.04,59.05,5110.29,11,28.55,22,26.49,1094,0
41.04,43.17,2638.0,8,37.94,9,27.74,1386,0
32.43,42.74,2450.73,8,59.47,28,24.97,647,0
23.54,92.56,5146.63,4,53.54,34,12.52,1404,0
51.37,51.57,3877.23,9,37.65,39,27.18,499,1
9.42,82.4,4627.88,4,34.13,25,14.41,556,0
36.66,88.98,5074.64,10,55.66,21,13.76,1638,0
16.11,65.03,3218.24,9,53.77,33,15.58,1029,0
14.27,85.16,3596.37,8,29.17,33,7.98,1238,0
31.49,91.4,4940.33,9,29.69,18,12.15,813,0
6.67,75.66,3485.71,6,34.86,42,11.17,1042,0
11.79,103.74,5130.05,5,40.86,43,5.36,1139,1
29.55,56.79,4459.02,9,29.66,31,25.31,975,0
25.82,60.4,3181.16,9,34.05,28,18.9,1478,0
13.68,83.33,3548.22,8,48.47,30,8.71,903,0
40.26,86.51,4723.32,12,36.11,28,12.65,1325,0
33.8,47.46,3516.36,8,25.24,30,26.97,891,0
19.95,85.97,4275.67,8,41.78,29,10.85,1231,0
34.16,89.06,5115.96,11,42.88,20,13.49,1328,0
25.3,85.91,5468.22,9,40.21,37,15.01,2200,1
19.58,74.4,2735.01,6,44.99,28,11.19,1035,0
24.09,91.11,5414.53,9,58.26,43,11.74,1379,1
41.6,56.83,3412.06,9,53.42,38,22.11,1263,1
27.17,87.76,4203.59,11,42.61,20,9.89,736,0
38.84,88.61,6016.06,8,69.91,19,18.43,766,0
35.35,43.51,2692.82,9,53.38,41,24.67,1237,1
33.45,50.92,3003.58,8,45.21,24,23.86,647,0
48.33,68.48,2518.5,9,33.56,38,14.01,747,1
29.92,89.08,3833.1,11,38.43,26,7.89,1312,0
42.15,57.36,2793.59,9,31.56,39,19.56,716,1
20.64,52.83,2732.37,12,28.42,41,18.29,1378,0
49.56,61.09,3652.42,9,42.2,38,21.88,978,1
17.11,88.06,5698.33,8,57.04,29,15.15,1087,1
48.06,76.63,4784.59,9,35.09,31,19.02,949,1
35.37,39.85,2883.39,11,52.54,26,27.24,1166,0
27.85,82.37,5048.44,12,33.78,20,15.46,1486,0
33.15,91.79,4105.66,11,24.1,16,8.46,835,0
42.01,90.84,5154.22,11,28.59,16,13.74,1170,0
27.62,62.42,3391.08,7,60.55,20,20.04,733,0
40.08,96.32,5045.51,10,61.39,24,10.65,1326,0
35.02,86.34,5089.12,10,44.67,24,14.78,1231,0
24.75,86.87,4753.15,7,66.68,28,13.15,1087,0
59.69,68.95,4482.41,8,34.06,37,22.63,992,1
14.42,73.32,3566.2,8,33.52,34,13.23,1214,0
22.28,57.79,2812.78,8,47.57,24,18.83,904,0
13.37,73.41,4105.59,10,50.98,21,15.13,1355,0
48.95,39.95,3853.8,7,51.99,20,34.02,738,0
52.63,22.04,1401.92,8,49.6,25,32.72,866,0
26.37,68.13,5584.71,9,36.04,19,25.03,770,0
14.53,79.71,4598.1,7,26.29,30,14.95,1192,0
36.53,94.99,4487.6,12,67.95,4,9.1,1153,0
29.16,88.17,5033.1,8,34.5,28,13.53,1137,0
38.04,87.93,4027.89,14,76.45,16,9.32,1171,0
19.11,81.27,4307.27,9,53.08,25,13.13,1109,0
30.57,76.8,5204.64,10,47.78,33,18.81,690,1
24.82,60.16,3331.21,8,44.52,27,19.6,1186,0
19.85,66.8,2623.13,9,49.21,18,13.77,1009,0
44.5,101.39,5635.97,10,51.26,11,11.61,858,0
14.59,83.44,4505.0,5,44.59,35,13.06,589,0
25.51,95.54,5045.78,9,42.13,51,8.0,1190,1
38.13,97.96,5672.17,6,43.86,35,12.45,1154,0
22.95,90.04,4306.0,9,44.92,21,9.6,949,0
24.61,71.57,4267.27,7,55.65,8,19.48,813,0
23.21,55.66,2811.72,11,50.13,32,18.37,1301,0
23.65,59.07,4226.12,10,31.53,22,23.04,717,0
27.78,81.27,5595.3,8,47.71,29,18.58,1092,0
23.08,80.77,5012.93,8,45.46,25,16.51,1085,0
40.63,72.08,4768.55,8,37.74,32,20.73,1267,1
34.82,91.5,5679.68,8,27.91,26,15.33,947,0
32.37,89.47,5140.3,9,41.76,26,13.65,1337,0
26.26,61.28,3917.13,8,35.53,20,21.91,994,0
24.25,95.64,4786.12,7,56.02,16,9.97,1349,0
14.27,83.14,3225.78,6,31.86,18,9.28,1278,0
19.68,59.1,3843.59,9,31.55,45,20.31,1158,0
48.65,67.27,4450.22,9,55.13,34,21.99,384,1
34.99,43.36,2462.69,10,65.04,24,24.65,1211,0
10.29,103.78,5938.1,7,40.22,46,7.19,1188,1
70.25,80.25,3719.21,5,40.22,40,16.29,898,1
40.33,63.65,3254.05,8,71.53,37,18.67,954,1
42.66,75.94,4059.16,8,50.83,33,16.38,1003,1
19.8,68.99,4289.69,9,50.91,28,18.35,652,0
18.65,64.98,3981.15,9,44.85,43,18.18,629,0
14.43,68.2,3226.49,9,33.26,22,14.57,1170,0
19.81,63.18,3613.22,8,54.89,22,19.14,835,0
33.65,31.59,528.26,8,49.92,48,21.77,1518,1
12.24,78.87,5964.26,4,48.77,30,21.14,1545,0
24.03,84.22,5722.77,7,59.63,33,17.81,847,0
33.3,94.3,5025.63,10,41.77,9,11.69,1423,0
18.92,85.87,4810.18,7,50.46,24,13.45,1431,0
42.75,49.26,3033.49,10,57.4,39,23.73,1127,1
35.36,53.59,3647.67,8,34.23,14,25.67,313,0
34.53,97.55,5823.42,8,42.63,6,14.27,1087,0
31.08,62.99,5451.11,9,33.96,12,27.67,1400,0
24.85,83.4,4723.31,10,13.25,25,13.73,665,0
29.21,67.19,3375.12,6,40.28,12,18.74,1236,0
17.49,98.62,5520.74,8,42.15,44,8.61,585,1
33.09,94.32,6095.59,7,53.27,22,16.11,890,0
23.89,61.85,2579.57,7,61.29,36,15.9,1553,0
37.41,35.05,1773.33,8,46.32,45,25.39,1615,0
14.44,72.03,2685.87,8,49.36,26,10.9,718,0
66.31,99.57,4091.15,5,42.49,35,8.8,1089,1
35.75,82.12,5497.78,9,46.84,34,17.93,1078,0
24.92,82.82,4929.27,8,35.75,29,15.31,1005,1
14.81,82.69,4197.15,8,43.54,27,11.66,774,0
26.1,89.59,3597.49,7,36.48,42,6.69,1063,1
53.74,77.61,3300.84,7,45.38,37,13.89,917,1
11.4,76.05,5229.46,10,29.56,28,17.72,1270,0
43.21,73.64,3243.72,11,54.44,40,13.1,752,1
19.9,84.11,5087.6,7,36.14,20,15.59,1177,0
10.36,75.18,5084.91,8,27.33,23,18.26,1178,0
27.86,87.89,5371.49,7,55.07,43,14.18,829,1
23.94,64.05,2831.1,7,51.1,33,15.76,755,0
29.82,92.61,5502.88,7,51.66,20,14.36,1393,0
21.25,92.17,3685.13,8,36.31,18,6.43,1121,0
28.03,59.66,4091.28,8,50.31,38,22.41,887,0
35.5,58.2,2835.83,8,44.89,38,18.88,324,1
48.4,49.95,2798.93,9,39.44,41,23.44,504,1
43.59,71.84,4255.35,11,59.55,40,17.69,1327,1
24.28,55.95,2621.61,10,64.85,23,18.4,733,0
31.21,86.42,5911.14,6,59.54,35,18.12,779,0
35.04,87.86,5406.56,9,30.48,24,15.68,1092,0
13.59,65.31,3177.8,10,30.1,20,15.43,1003,0
14.78,68.49,4827.49,10,41.73,41,19.17,1371,0
24.34,89.64,4439.57,7,32.74,28,10.59,1387,0
31.41,94.88,5388.13,6,49.74,19,13.22,1290,0
32.95,50.38,3583.64,8,40.83,40,24.99,911,0
39.92,44.81,2139.29,7,39.71,18,24.74,1236,0
37.52,87.2,4605.34,12,46.99,28,11.91,860,0
25.7,83.74,5892.28,6,50.2,30,19.19,1089,0
34.19,93.46,4898.26,11,47.05,18,10.92,1329,0
22.7,83.3,4943.88,8,33.32,24,15.29,937,0
32.97,80.16,4916.56,11,60.29,38,15.63,846,1
13.32,83.4,3242.09,10,29.77,20,7.45,966,0
34.25,86.86,5442.16,10,47.71,20,16.1,1231,0
26.61,87.65,4765.03,9,31.05,27,12.46,951,0
5.68,23.91,1966.22,13,61.69,39,27.14,1116,1
68.28,69.69,5831.89,10,65.67,34,27.75,1144,1
33.45,98.9,4370.55,9,37.91,13,7.09,1122,0
29.98,76.43,4433.47,9,21.06,28,16.44,872,1
63.37,94.61,5101.14,7,50.85,32,13.97,791,1
18.66,81.96,5042.64,6,16.44,35,15.97,1163,0
8.98,79.67,5541.14,4,31.66,21,19.44,1161,0
11.34,80.19,5305.64,9,32.3,32,16.0,905,0
58.35,59.21,3184.22,7,47.5,41,22.24,1249,1
31.22,93.76,4335.07,9,35.23,27,8.41,1345,0
40.17,53.63,4047.3,10,41.84,36,25.53,1525,1
34.64,88.08,4570.43,9,63.68,50,10.53,927,1
31.63,89.55,4634.61,10,32.14,23,11.47,1204,0
22.62,81.06,4511.27,9,36.98,27,13.99,900,0
26.1,57.64,3182.37,9,47.93,2,21.79,1097,0
34.95,52.43,4008.62,8,53.03,19,27.3,1139,0
37.01,92.73,5537.58,9,39.32,28,13.98,1220,0
25.98,89.22,4461.63,9,43.59,23,10.65,1260,0
25.57,58.13,1985.02,8,49.83,20,16.04,1737,0
15.57,65.41,3566.44,10,40.7,23,16.86,999,0
20.71,77.78,4556.74,10,14.83,33,14.94,1353,0
45.09,47.71,2239.66,6,47.09,15,24.76,845,0
59.45,91.11,4663.14,6,40.14,34,13.91,856,1
45.82,69.73,3449.48,7,28.0,37,17.3,579,1
30.03,48.72,2124.94,9,50.14,20,21.13,301,0
47.03,56.01,2215.89,7,50.13,43,18.95,1355,1
